Label,# AAs,# PSMs,# Peptides,# Peptides (by Search Engine): Mascot,# Unique Peptides,Accession,Coverage [%],Description,Gene,MW [kDa],Score Mascot: Mascot,unmodH3_unmodH5_200bp_scr_repl1,unmodH3_unmodH5_200bp_scr_repl2,unmodH3_unmodH5_200bp_scr_repl3,unmodH3_unmodH6_200bp_SV40prom_repl1,unmodH3_unmodH6_200bp_SV40prom_repl2,unmodH3_unmodH6_200bp_SV40prom_repl3
FYTTD1,318,16,3,3,3,Q96QD9,11,UAP56-interacting factor OS=Homo sapiens OX=9606 GN=FYTTD1 PE=1 SV=3,FYTTD1,35.8,342,5131743.33333333,5133408.33333333,4175493.0,2565647.5,3224899.25,2737346.91666667
HIRA,1017,18,7,7,7,P54198,8,Protein HIRA OS=Homo sapiens OX=9606 GN=HIRA PE=1 SV=2,HIRA,111.8,341,5407286.33333333,7952310.33333333,4595498.16666667,3427644.83333333,3679998.83333333,3387955.33333333
MUS81,551,11,5,5,5,Q96NY9,12,Crossover junction endonuclease MUS81 OS=Homo sapiens OX=9606 GN=MUS81 PE=1 SV=3,MUS81,61.1,336,1668928.25,1331384.16666667,1249803.83333333,4962547.08333333,6116792.33333333,5959730.58333333
GTF2H2,395,13,4,4,4,Q13888,9,General transcription factor IIH subunit 2 OS=Homo sapiens OX=9606 GN=GTF2H2 PE=1 SV=1,GTF2H2,44.4,334,3405650.20833333,5075568.0,3206734.91666667,4408046.75,4690354.33333333,2752617.91666667
ESYT2,921,17,7,7,7,A0FGR8,10,Extended synaptotagmin-2 OS=Homo sapiens OX=9606 GN=ESYT2 PE=1 SV=1,ESYT2,102.3,331,8186236.5,10005980.5,6624890.83333333,5881032.16666667,7670713.0,7849131.83333333
CHMP1A,196,18,3,3,3,Q9HD42,13,Charged multivesicular body protein 1a OS=Homo sapiens OX=9606 GN=CHMP1A PE=1 SV=1,CHMP1A,21.7,330,11608884.3333333,15970535.6666667,9716857.16666667,10257980.3333333,14442728.6666667,14016511.5
MSL2,577,20,5,5,5,Q9HCI7,11,E3 ubiquitin-protein ligase MSL2 OS=Homo sapiens OX=9606 GN=MSL2 PE=1 SV=2,MSL2,62.5,330,12391245.6666667,13301874.0,7444848.33333333,8437046.66666667,7029800.08333333,9231764.83333333
BAZ2A,1905,18,10,10,10,Q9UIF9,6,Bromodomain adjacent to zinc finger domain protein 2A OS=Homo sapiens OX=9606 GN=BAZ2A PE=1 SV=4,BAZ2A,211.1,330,4941059.16666667,5133861.5,6678799.16666667,1602007.33333333,2204253.25,3635543.54166667
LLPH,129,17,2,2,2,Q9BRT6,17,Protein LLP homolog OS=Homo sapiens OX=9606 GN=LLPH PE=1 SV=1,LLPH,15.2,329,36931398.0,178652022.0,27692122.0,95342183.0,23760838.0,23321579.0
SIX2,291,14,4,4,4,Q9NPC8,17,Homeobox protein SIX2 OS=Homo sapiens OX=9606 GN=SIX2 PE=1 SV=1,SIX2,32.3,328,15047161.3333333,20260740.6666667,7624257.83333333,5552171.41666667,4865116.66666667,2640564.83333333
TERF2,542,12,5,5,5,Q15554,10,Telomeric repeat-binding factor 2 OS=Homo sapiens OX=9606 GN=TERF2 PE=1 SV=3,TERF2,59.6,326,7019927.66666667,7191590.33333333,1297599.08333333,5657721.70833333,5453071.0,3420069.16666667
GTF2A1,376,16,2,2,2,P52655,5,Transcription initiation factor IIA subunit 1 OS=Homo sapiens OX=9606 GN=GTF2A1 PE=1 SV=1,GTF2A1,41.5,324,,923740.875,551083.0625,,,
APP,770,13,3,3,3,P05067,4,Amyloid-beta precursor protein OS=Homo sapiens OX=9606 GN=APP PE=1 SV=3,APP,86.9,324,3301757.66666667,5861094.83333333,2243350.16666667,3062332.5,2012759.16666667,5388811.16666667
ESF1,851,28,5,5,5,Q9H501,5,ESF1 homolog OS=Homo sapiens OX=9606 GN=ESF1 PE=1 SV=1,ESF1,98.7,320,6363497.5,5750332.83333333,5478477.91666667,4532021.0,2295209.66666667,2521242.16666667
S100A10,97,21,3,3,3,P60903,31,Protein S100-A10 OS=Homo sapiens OX=9606 GN=S100A10 PE=1 SV=2,S100A10,11.2,320,39783576.6666667,48008823.3333333,32436200.6666667,34043768.3333333,34627704.8333333,39724434.3333333
SLC25A19,320,21,3,3,3,Q9HC21,9,Mitochondrial thiamine pyrophosphate carrier OS=Homo sapiens OX=9606 GN=SLC25A19 PE=1 SV=1,SLC25A19,35.5,319,6629610.16666667,6050955.66666667,4445643.16666667,5365824.58333333,3781627.58333333,5848793.66666667
FCF1,198,16,3,3,3,Q9Y324,17,rRNA-processing protein FCF1 homolog OS=Homo sapiens OX=9606 GN=FCF1 PE=1 SV=1,FCF1,23.4,318,5589648.5,7220647.5,6198412.0,4758097.0,4927203.5,6230821.0
ZNF592,1267,12,4,4,4,Q92610,5,Zinc finger protein 592 OS=Homo sapiens OX=9606 GN=ZNF592 PE=1 SV=2,ZNF592,137.4,317,,,,,,
ARID4B,1312,13,5,5,4,Q4LE39,5,AT-rich interactive domain-containing protein 4B OS=Homo sapiens OX=9606 GN=ARID4B PE=1 SV=2,ARID4B,147.7,317,938715.916666667,2060012.75,,2865416.29166667,2490326.5,1349243.91666667
CORO1C,474,15,3,3,3,Q9ULV4,5,Coronin-1C OS=Homo sapiens OX=9606 GN=CORO1C PE=1 SV=1,CORO1C,53.2,316,3340916.5,2488551.83333333,3411142.16666667,5463720.83333333,3256142.16666667,5411278.75
SP140L,580,17,3,3,3,Q9H930,5,Nuclear body protein SP140-like protein OS=Homo sapiens OX=9606 GN=SP140L PE=1 SV=3,SP140L,67.0,316,5968248.0,3763788.0,3648095.33333333,3431642.5,3840353.33333333,3708720.91666667
EHMT1,1298,29,9,9,8,Q9H9B1,10,Histone-lysine N-methyltransferase EHMT1 OS=Homo sapiens OX=9606 GN=EHMT1 PE=1 SV=4,EHMT1,141.4,316,9382246.0,10866695.6666667,6640032.83333333,6409473.16666667,7757897.33333333,7318479.83333333
RYBP,228,10,2,2,2,Q8N488,17,RING1 and YY1-binding protein OS=Homo sapiens OX=9606 GN=RYBP PE=1 SV=2,RYBP,24.8,316,3352904.75,8293677.25,6314170.25,3614873.25,3643586.625,2381726.5
LSG1,658,18,6,6,6,Q9H089,7,Large subunit GTPase 1 homolog OS=Homo sapiens OX=9606 GN=LSG1 PE=1 SV=2,LSG1,75.2,315,4958114.83333333,6331045.5,4098604.04166667,4486431.5,3953973.41666667,1805591.5
PRPF31,499,14,3,3,3,Q8WWY3,6,U4/U6 small nuclear ribonucleoprotein Prp31 OS=Homo sapiens OX=9606 GN=PRPF31 PE=1 SV=2,PRPF31,55.4,315,6554183.66666667,6713203.66666667,5157863.25,1751496.5,2943489.08333333,3911862.08333333
CBX3,183,12,4,4,4,Q13185,26,Chromobox protein homolog 3 OS=Homo sapiens OX=9606 GN=CBX3 PE=1 SV=4,CBX3,20.8,315,6925173.16666667,11318032.3333333,6784755.08333333,6593873.16666667,6964166.33333333,3936928.5
POP4,220,15,2,2,2,O95707,10,Ribonuclease P protein subunit p29 OS=Homo sapiens OX=9606 GN=POP4 PE=1 SV=2,POP4,25.4,313,4620276.375,7636185.0,4360732.0,5044707.25,3974505.375,3936255.5
RSL24D1,163,13,3,3,3,Q9UHA3,21,Probable ribosome biogenesis protein RLP24 OS=Homo sapiens OX=9606 GN=RSL24D1 PE=1 SV=1,RSL24D1,19.6,311,21601623.3333333,24016539.6666667,21309256.3333333,17556075.3333333,19076055.6666667,14397264.0
PPL,1756,10,3,3,3,O60437,2,Periplakin OS=Homo sapiens OX=9606 GN=PPL PE=1 SV=4,PPL,204.6,310,2921244.125,2603613.16666667,3280719.75,2859750.16666667,2906506.0,3084106.91666667
CCDC82,544,18,4,4,4,Q8N4S0,12,Coiled-coil domain-containing protein 82 OS=Homo sapiens OX=9606 GN=CCDC82 PE=1 SV=2,CCDC82,64.0,310,15897615.0,17136835.3333333,12469501.3333333,3543260.16666667,3530823.20833333,1849578.41666667
PDE8A,829,25,8,8,8,O60658,15,"High affinity cAMP-specific and IBMX-insensitive 3',5'-cyclic phosphodiesterase 8A OS=Homo sapiens OX=9606 GN=PDE8A PE=1 SV=2",PDE8A,93.2,310,5573202.91666667,7138641.83333333,6138810.75,4836543.5,5073061.33333333,5608792.83333333
MARK2,788,14,3,3,3,Q7KZI7,6,Serine/threonine-protein kinase MARK2 OS=Homo sapiens OX=9606 GN=MARK2 PE=1 SV=2,MARK2,87.9,309,4917169.5,7621766.0,4477262.33333333,2735737.58333333,6760204.58333333,5855102.5
ZNF652,606,11,3,3,3,Q9Y2D9,6,Zinc finger protein 652 OS=Homo sapiens OX=9606 GN=ZNF652 PE=1 SV=3,ZNF652,69.7,308,12441889.6666667,17238857.0,13399416.0,11007044.0833333,9895729.16666667,8815368.33333333
G3BP1,466,14,4,4,4,Q13283,11,Ras GTPase-activating protein-binding protein 1 OS=Homo sapiens OX=9606 GN=G3BP1 PE=1 SV=1,G3BP1,52.1,305,6397546.75,5041506.33333333,3646064.5,4585008.58333333,4519395.91666667,4803434.41666667
RCL1,373,20,4,4,4,Q9Y2P8,12,RNA 3'-terminal phosphate cyclase-like protein OS=Homo sapiens OX=9606 GN=RCL1 PE=1 SV=3,RCL1,40.8,304,7830059.16666667,9925234.0,4726116.625,4997546.0,4938156.58333333,6033566.33333333
EXOSC1,195,16,3,3,3,Q9Y3B2,20,Exosome complex component CSL4 OS=Homo sapiens OX=9606 GN=EXOSC1 PE=1 SV=1,EXOSC1,21.4,301,3186985.66666667,6235572.33333333,3212915.29166667,5222621.75,2008388.66666667,3427747.5
EXOSC5,235,11,3,3,3,Q9NQT4,15,Exosome complex component RRP46 OS=Homo sapiens OX=9606 GN=EXOSC5 PE=1 SV=1,EXOSC5,25.2,295,9324498.33333333,11865862.0,7830567.83333333,8871494.25,3110138.41666667,7809363.08333333
E4F1,784,11,3,3,3,Q66K89,5,Transcription factor E4F1 OS=Homo sapiens OX=9606 GN=E4F1 PE=1 SV=2,E4F1,83.4,295,7265655.5,6568143.83333333,6539929.66666667,1301838.5,2222769.83333333,1039738.58333333
ERCC2,760,15,5,5,5,P18074,9,General transcription and DNA repair factor IIH helicase subunit XPD OS=Homo sapiens OX=9606 GN=ERCC2 PE=1 SV=1,ERCC2,86.9,294,2841255.83333333,2168733.16666667,745917.5,2101075.29166667,1582261.625,1970708.125
ZNF48,618,21,6,6,6,Q96MX3,12,Zinc finger protein 48 OS=Homo sapiens OX=9606 GN=ZNF48 PE=1 SV=2,ZNF48,67.8,292,9008085.33333333,11376221.0,6708113.66666667,6700966.0,10636751.6666667,5785944.58333333
RCN2,317,14,3,3,3,Q14257,12,Reticulocalbin-2 OS=Homo sapiens OX=9606 GN=RCN2 PE=1 SV=1,RCN2,36.9,291,4898873.33333333,2939205.66666667,1623359.25,2195971.45833333,2915918.75,997792.166666667
PLPP2,288,7,2,2,2,O43688,7,Phospholipid phosphatase 2 OS=Homo sapiens OX=9606 GN=PLPP2 PE=1 SV=1,PLPP2,32.6,290,11059209.5,14160637.0,11192771.5,8903403.0,10349296.0,9931934.0
PPIB,216,19,3,3,2,P23284,12,Peptidyl-prolyl cis-trans isomerase B OS=Homo sapiens OX=9606 GN=PPIB PE=1 SV=2,PPIB,23.7,287,5289624.25,4046881.125,3667359.75,2701542.375,913635.75,3961504.625
TPX2,747,23,10,10,10,Q9ULW0,14,Targeting protein for Xklp2 OS=Homo sapiens OX=9606 GN=TPX2 PE=1 SV=2,TPX2,85.6,286,7998281.33333333,4600079.83333333,7105884.33333333,5901517.66666667,4203560.33333333,8324371.66666667
STT3A,705,21,4,4,4,P46977,5,Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit STT3A OS=Homo sapiens OX=9606 GN=STT3A PE=1 SV=2,STT3A,80.5,284,1972165.58333333,3563570.08333333,519320.0,1988734.79166667,1708109.16666667,1977616.47916667
POLR1B,1135,18,2,2,2,Q9H9Y6,2,DNA-directed RNA polymerase I subunit RPA2 OS=Homo sapiens OX=9606 GN=POLR1B PE=1 SV=2,POLR1B,128.1,283,5905548.5,11072866.25,8482391.0,7680129.25,7799963.5,8489461.0
STOML2,356,13,2,2,2,Q9UJZ1,9,"Stomatin-like protein 2, mitochondrial OS=Homo sapiens OX=9606 GN=STOML2 PE=1 SV=1",STOML2,38.5,283,1183094.875,1385824.875,1748364.375,1194357.625,805246.5625,915939.5625
CRACD,1233,23,8,8,8,Q6ZU35,8,Capping protein-inhibiting regulator of actin dynamics OS=Homo sapiens OX=9606 GN=CRACD PE=1 SV=3,CRACD,136.7,282,6854273.16666667,8098183.16666667,6671502.0,5680711.41666667,6693763.16666667,6203055.33333333
MTA1,715,25,6,6,4,Q13330,10,Metastasis-associated protein MTA1 OS=Homo sapiens OX=9606 GN=MTA1 PE=1 SV=2,MTA1,80.7,281,1580747.5,2740519.16666667,1608738.33333333,1959835.83333333,1993188.83333333,1323165.41666667
NUP214,2090,18,7,7,6,P35658,4,Nuclear pore complex protein Nup214 OS=Homo sapiens OX=9606 GN=NUP214 PE=1 SV=2,NUP214,213.5,280,6162014.0,6600241.66666667,6448687.0,4062044.16666667,5022640.16666667,4090223.33333333
JADE1,842,12,4,4,2,Q6IE81,5,Protein Jade-1 OS=Homo sapiens OX=9606 GN=JADE1 PE=1 SV=1,JADE1,95.5,280,4257804.5,4186960.75,2185775.0,2013106.0,,2075219.5
MBIP,344,14,7,7,7,Q9NS73,22,MAP3K12-binding inhibitory protein 1 OS=Homo sapiens OX=9606 GN=MBIP PE=1 SV=2,MBIP,39.3,279,673629.708333333,1752998.66666667,1282311.125,427668.583333333,675696.791666667,449403.833333333
TGM3,693,11,4,4,4,Q08188,8,Protein-glutamine gamma-glutamyltransferase E OS=Homo sapiens OX=9606 GN=TGM3 PE=1 SV=4,TGM3,76.6,278,13580824.4583333,13495562.2083333,9951756.875,8159605.25,12412515.25,11218713.3333333
WDR33,1336,44,4,4,3,Q9C0J8,3,pre-mRNA 3' end processing protein WDR33 OS=Homo sapiens OX=9606 GN=WDR33 PE=1 SV=2,WDR33,145.8,278,2079897.875,2279472.0,1738693.54166667,1862795.3125,2818441.54166667,1700614.70833333
SETD2,2564,11,3,3,3,Q9BYW2,1,Histone-lysine N-methyltransferase SETD2 OS=Homo sapiens OX=9606 GN=SETD2 PE=1 SV=3,SETD2,287.4,277,3044656.125,5058913.9375,2726171.1875,871097.5625,2479519.5,2594392.3125
NCOR1,2440,21,9,9,9,O75376,4,Nuclear receptor corepressor 1 OS=Homo sapiens OX=9606 GN=NCOR1 PE=1 SV=2,NCOR1,270.0,276,3837248.91666667,3416439.91666667,2718666.58333333,1436739.08333333,4484692.66666667,2546563.08333333
EPB41,864,16,6,6,6,P11171,10,Protein 4.1 OS=Homo sapiens OX=9606 GN=EPB41 PE=1 SV=4,EPB41,97.0,276,3578098.16666667,4900978.66666667,4578390.0,3986509.5,1870126.16666667,4226768.08333333
TRMT1L,733,19,8,8,8,Q7Z2T5,16,TRMT1-like protein OS=Homo sapiens OX=9606 GN=TRMT1L PE=1 SV=2,TRMT1L,81.7,275,5126230.83333333,7096652.0,7865080.5,6115540.83333333,3905771.5,4839393.5
MMS22L,1243,12,4,4,4,Q6ZRQ5,3,Protein MMS22-like OS=Homo sapiens OX=9606 GN=MMS22L PE=1 SV=3,MMS22L,142.2,274,6618482.66666667,8674159.66666667,4908836.0,5405081.16666667,4469782.83333333,7465899.0
LIN54,749,14,6,6,6,Q6MZP7,12,Protein lin-54 homolog OS=Homo sapiens OX=9606 GN=LIN54 PE=1 SV=3,LIN54,79.4,274,3137452.83333333,3433369.5,1940441.33333333,5663652.5,6410678.33333333,9099420.58333333
ACTR6,396,10,3,3,3,Q9GZN1,10,Actin-related protein 6 OS=Homo sapiens OX=9606 GN=ACTR6 PE=1 SV=1,ACTR6,45.8,272,509304.166666667,,,,,
ATF3,181,11,4,4,4,P18847,15,Cyclic AMP-dependent transcription factor ATF-3 OS=Homo sapiens OX=9606 GN=ATF3 PE=1 SV=2,ATF3,20.6,270,17633269.3333333,21865844.1666667,13029637.0,14761413.8333333,15137206.0,19212973.6666667
ECT2,914,14,2,2,2,Q9H8V3,3,Protein ECT2 OS=Homo sapiens OX=9606 GN=ECT2 PE=1 SV=4,ECT2,103.4,269,3392589.5,2583325.0,1255735.25,1781241.75,1045189.875,2026003.3125
P4HA1,534,13,7,7,7,P13674,14,Prolyl 4-hydroxylase subunit alpha-1 OS=Homo sapiens OX=9606 GN=P4HA1 PE=1 SV=2,P4HA1,61.0,268,7891805.58333333,9517506.33333333,3893405.0,6433288.66666667,5043239.75,3650629.0
ZNF593,134,8,2,2,2,O00488,17,Zinc finger protein 593 OS=Homo sapiens OX=9606 GN=ZNF593 PE=1 SV=2,ZNF593,15.2,266,11493902.0,17006566.5,11300622.5,11226708.5,8808948.5,10427393.0
BCL7B,202,16,4,4,3,Q9BQE9,41,B-cell CLL/lymphoma 7 protein family member B OS=Homo sapiens OX=9606 GN=BCL7B PE=1 SV=1,BCL7B,22.2,264,1849274.83333333,2186661.16666667,1934207.16666667,1502559.66666667,1876824.0,1218530.83333333
TRIM56,755,7,2,2,2,Q9BRZ2,4,E3 ubiquitin-protein ligase TRIM56 OS=Homo sapiens OX=9606 GN=TRIM56 PE=1 SV=3,TRIM56,81.4,264,12115307.4375,9879198.5,17416092.1875,4017641.25,5887217.640625,8918467.0625
ALDH3B1,468,10,2,2,2,P43353,6,Aldehyde dehydrogenase family 3 member B1 OS=Homo sapiens OX=9606 GN=ALDH3B1 PE=1 SV=1,ALDH3B1,51.8,263,2033351.625,1477142.5,1530408.25,1173902.875,1267502.375,1145200.125
PHLDB2,1253,14,4,4,4,Q86SQ0,3,Pleckstrin homology-like domain family B member 2 OS=Homo sapiens OX=9606 GN=PHLDB2 PE=1 SV=2,PHLDB2,142.1,261,8579315.75,11749108.9166667,5618407.41666667,12106043.8333333,7579768.5,4115619.83333333
LSM2,95,13,2,2,2,Q9Y333,28,U6 snRNA-associated Sm-like protein LSm2 OS=Homo sapiens OX=9606 GN=LSM2 PE=1 SV=1,LSM2,10.8,261,4944749.0,11066506.75,3396184.6875,,3029549.0,1617785.25
RPP40,363,11,4,4,4,O75818,10,Ribonuclease P protein subunit p40 OS=Homo sapiens OX=9606 GN=RPP40 PE=1 SV=3,RPP40,41.8,261,4264680.83333333,8383083.0,4476117.83333333,5654803.16666667,4483157.5,6948964.0
JRK,556,27,6,6,6,O75564,14,Jerky protein homolog OS=Homo sapiens OX=9606 GN=JRK PE=1 SV=3,JRK,61.8,259,13398167.5,16351528.0,8251720.83333333,16460500.9166667,12577891.6666667,6819907.08333333
MYBL1,752,16,7,7,7,P10243,11,Myb-related protein A OS=Homo sapiens OX=9606 GN=MYBL1 PE=1 SV=2,MYBL1,85.8,256,2958640.33333333,2803592.66666667,2492076.5,9849989.0,7834809.91666667,10105791.3333333
EPC2,807,11,4,4,3,Q52LR7,5,Enhancer of polycomb homolog 2 OS=Homo sapiens OX=9606 GN=EPC2 PE=1 SV=2,EPC2,91.0,256,,331857.520833333,520020.583333333,,77327.7552083333,539257.416666667
LIN9,542,9,6,6,6,Q5TKA1,15,Protein lin-9 homolog OS=Homo sapiens OX=9606 GN=LIN9 PE=1 SV=1,LIN9,61.9,254,,828343.833333333,,5386644.5,7306569.83333333,4269163.33333333
CHRAC1,131,13,2,2,2,Q9NRG0,20,Chromatin accessibility complex protein 1 OS=Homo sapiens OX=9606 GN=CHRAC1 PE=1 SV=1,CHRAC1,14.7,253,10181431.75,13493716.75,6420559.25,11048596.25,8389810.125,10362479.75
GTF3C2,911,19,3,3,2,Q8WUA4,5,General transcription factor 3C polypeptide 2 OS=Homo sapiens OX=9606 GN=GTF3C2 PE=1 SV=2,GTF3C2,100.6,253,,6404964.5,,4378633.0625,3139313.75,
UTP23,249,9,3,3,3,Q9BRU9,12,rRNA-processing protein UTP23 homolog OS=Homo sapiens OX=9606 GN=UTP23 PE=1 SV=2,UTP23,28.4,252,3205248.66666667,9695024.25,2610541.33333333,6381999.83333333,3653432.5,2841493.0
SETD5,1442,10,3,3,3,Q9C0A6,3,Histone-lysine N-methyltransferase SETD5 OS=Homo sapiens OX=9606 GN=SETD5 PE=1 SV=2,SETD5,157.4,251,2263890.41666667,1982642.16666667,1396437.91666667,1404245.54166667,1055304.91666667,761085.583333333
PRDM10,1147,11,4,4,4,Q9NQV6,3,PR domain zinc finger protein 10 OS=Homo sapiens OX=9606 GN=PRDM10 PE=1 SV=3,PRDM10,130.1,251,8595837.0,10084720.8333333,6067623.16666667,473831.416666667,790520.1875,540681.916666667
ZNF276,614,19,6,6,6,Q8N554,11,Zinc finger protein 276 OS=Homo sapiens OX=9606 GN=ZNF276 PE=1 SV=4,ZNF276,67.2,249,11886762.6666667,6324376.33333333,10186660.6666667,11952358.5,13122876.0,10078684.3333333
FBXO11,927,13,4,4,4,Q86XK2,6,F-box only protein 11 OS=Homo sapiens OX=9606 GN=FBXO11 PE=1 SV=3,FBXO11,103.5,246,5996998.33333333,5040378.66666667,2716686.08333333,4566409.75,4561230.83333333,3794142.91666667
TADA2A,443,15,5,5,5,O75478,11,Transcriptional adapter 2-alpha OS=Homo sapiens OX=9606 GN=TADA2A PE=1 SV=3,TADA2A,51.5,245,1395256.83333333,,,267629.5625,605539.0,1224364.58333333
NUFIP2,695,11,5,5,4,Q7Z417,9,Nuclear fragile X mental retardation-interacting protein 2 OS=Homo sapiens OX=9606 GN=NUFIP2 PE=1 SV=1,NUFIP2,76.1,245,5489480.83333333,4613627.5,5808876.83333333,2859663.08333333,4137535.58333333,3147814.08333333
RBM5,815,18,3,3,2,P52756,4,RNA-binding protein 5 OS=Homo sapiens OX=9606 GN=RBM5 PE=1 SV=2,RBM5,92.1,245,9492277.125,8536598.125,10035821.5,8330547.875,4259322.9375,8411599.125
NUP88,741,13,7,7,7,Q99567,14,Nuclear pore complex protein Nup88 OS=Homo sapiens OX=9606 GN=NUP88 PE=1 SV=2,NUP88,83.5,243,6180272.16666667,6330007.58333333,4727031.0,4279599.75,3753546.375,3675061.33333333
EEF1G,437,18,3,3,3,P26641,6,Elongation factor 1-gamma OS=Homo sapiens OX=9606 GN=EEF1G PE=1 SV=3,EEF1G,50.1,242,6682248.58333333,4741196.125,7086894.41666667,2307204.33333333,2369408.83333333,5661610.83333333
SF3B5,86,14,3,3,3,Q9BWJ5,41,Splicing factor 3B subunit 5 OS=Homo sapiens OX=9606 GN=SF3B5 PE=1 SV=1,SF3B5,10.1,241,9702752.0,21226759.3333333,1569181.75,3724155.83333333,4068406.16666667,2444352.08333333
HDAC3,428,15,3,3,2,O15379,7,Histone deacetylase 3 OS=Homo sapiens OX=9606 GN=HDAC3 PE=1 SV=2,HDAC3,48.8,240,21602560.5,2173016.5,23868902.0,3783937.5,8636187.0625,27369485.25
EPCAM,314,10,2,2,2,P16422,9,Epithelial cell adhesion molecule OS=Homo sapiens OX=9606 GN=EPCAM PE=1 SV=2,EPCAM,34.9,240,5825818.0,5704028.5,5659729.25,5554400.5,5669711.125,3813486.625
CDC73,531,27,4,4,4,Q6P1J9,7,Parafibromin OS=Homo sapiens OX=9606 GN=CDC73 PE=1 SV=1,CDC73,60.5,239,5368957.58333333,5538248.41666667,3086310.33333333,3768864.0,2428814.66666667,3480801.58333333
RAI1,1906,19,9,9,9,Q7Z5J4,8,Retinoic acid-induced protein 1 OS=Homo sapiens OX=9606 GN=RAI1 PE=1 SV=2,RAI1,203.2,234,9336156.33333333,10742929.3333333,9137415.83333333,5007368.16666667,7104174.0,7827483.16666667
PRDM2,1718,10,4,4,4,Q13029,3,PR domain zinc finger protein 2 OS=Homo sapiens OX=9606 GN=PRDM2 PE=1 SV=3,PRDM2,188.8,232,4289425.25,2309255.0,1668268.20833333,959389.916666667,1744426.75,1324543.66666667
CCAR1,1150,17,8,8,8,Q8IX12,9,Cell division cycle and apoptosis regulator protein 1 OS=Homo sapiens OX=9606 GN=CCAR1 PE=1 SV=2,CCAR1,132.7,230,10828389.0,10627594.6666667,7095067.16666667,6263618.33333333,5859006.41666667,6925465.16666667
GPRC5A,357,18,2,2,2,Q8NFJ5,4,Retinoic acid-induced protein 3 OS=Homo sapiens OX=9606 GN=GPRC5A PE=1 SV=2,GPRC5A,40.2,227,17260677.5,24204808.0,11555369.0,17153096.5,12992689.5,9166975.0
SYF2,243,5,2,2,2,O95926,9,Pre-mRNA-splicing factor SYF2 OS=Homo sapiens OX=9606 GN=SYF2 PE=1 SV=1,SYF2,28.7,227,10900793.0,9388974.0,10536470.0,1464759.375,3216469.25,4332729.0
METTL17,456,15,3,3,3,Q9H7H0,6,"Methyltransferase-like protein 17, mitochondrial OS=Homo sapiens OX=9606 GN=METTL17 PE=1 SV=1",METTL17,50.7,227,5756146.83333333,8155348.66666667,6466347.66666667,8213406.33333333,4981695.5,5462691.0
EXOSC8,276,10,3,3,3,Q96B26,16,Exosome complex component RRP43 OS=Homo sapiens OX=9606 GN=EXOSC8 PE=1 SV=1,EXOSC8,30.0,226,6446959.33333333,6758637.5,7232202.5,4429081.33333333,3423313.66666667,6951458.33333333
SGF29,293,12,4,4,4,Q96ES7,15,SAGA-associated factor 29 OS=Homo sapiens OX=9606 GN=SGF29 PE=1 SV=1,SGF29,33.2,224,2259985.33333333,4149952.375,1306272.58333333,1080802.75,3107136.83333333,2839262.33333333
RSBN1,802,11,2,2,2,Q5VWQ0,3,Lysine-specific demethylase 9 OS=Homo sapiens OX=9606 GN=RSBN1 PE=1 SV=2,RSBN1,90.0,222,2313639.125,2601547.5,1319005.0,1379691.875,1440986.75,1049114.375
NEPRO,567,14,4,4,4,Q6NW34,7,Nucleolus and neural progenitor protein OS=Homo sapiens OX=9606 GN=NEPRO PE=1 SV=3,NEPRO,64.5,219,8370054.25,7064772.66666667,13894661.8333333,5025828.5,7834484.16666667,6857908.33333333
FOXF1,379,17,2,2,2,Q12946,9,Forkhead box protein F1 OS=Homo sapiens OX=9606 GN=FOXF1 PE=1 SV=2,FOXF1,40.1,219,180692591.75,14297353.75,205598286.0,10765862.796875,8941937.25,14937902.0
BUD31,144,20,3,3,3,P41223,18,Protein BUD31 homolog OS=Homo sapiens OX=9606 GN=BUD31 PE=1 SV=2,BUD31,17.0,219,3624063.16666667,3351611.33333333,2339851.95833333,932338.333333333,1134368.66666667,
HMCES,354,12,6,6,6,Q96FZ2,18,Abasic site processing protein HMCES OS=Homo sapiens OX=9606 GN=HMCES PE=1 SV=1,HMCES,40.5,217,,3450043.0,578418.041666667,16742365.1666667,8713685.16666667,6349941.33333333
KPNA4,521,13,4,4,3,O00629,11,Importin subunit alpha-3 OS=Homo sapiens OX=9606 GN=KPNA4 PE=1 SV=1,KPNA4,57.9,216,,3624040.5,2302412.1875,1800556.0625,,1237183.875
GTF3C1,2109,10,7,7,7,Q12789,5,General transcription factor 3C polypeptide 1 OS=Homo sapiens OX=9606 GN=GTF3C1 PE=1 SV=4,GTF3C1,238.7,216,5284314.16666667,4819514.66666667,2974315.66666667,2026731.46875,2466906.08333333,2493415.33333333
RPP30,268,14,5,5,5,P78346,17,Ribonuclease P protein subunit p30 OS=Homo sapiens OX=9606 GN=RPP30 PE=1 SV=1,RPP30,29.3,215,18546200.3333333,10428190.3333333,7273269.75,6822367.0,5129616.75,4625876.5
KLF16,252,12,4,4,4,Q9BXK1,25,Krueppel-like factor 16 OS=Homo sapiens OX=9606 GN=KLF16 PE=1 SV=1,KLF16,25.4,213,10585243.1666667,8115457.83333333,6743215.33333333,12209480.5,20837294.1666667,19257753.6666667
ELL2,640,7,2,2,2,O00472,5,RNA polymerase II elongation factor ELL2 OS=Homo sapiens OX=9606 GN=ELL2 PE=1 SV=2,ELL2,72.3,211,,,,277876.875,,
