Label,# AAs,# PSMs,# Peptides,# Peptides (by Search Engine): Mascot,# Unique Peptides,Accession,Coverage [%],Description,Gene,MW [kDa],Score Mascot: Mascot
NUP58,599,6,2,2,2,Q9BVL2,4,Nucleoporin p58/p45 OS=Homo sapiens OX=9606 GN=NUP58 PE=1 SV=1,NUP58,60.9,182
GAS2L3,694,10,5,5,5,Q86XJ1,8,GAS2-like protein 3 OS=Homo sapiens OX=9606 GN=GAS2L3 PE=1 SV=1,GAS2L3,75.2,181
TRMT10C,403,16,2,2,2,Q7L0Y3,3,tRNA methyltransferase 10 homolog C OS=Homo sapiens OX=9606 GN=TRMT10C PE=1 SV=2,TRMT10C,47.3,179
TPX2,747,14,7,7,7,Q9ULW0,11,Targeting protein for Xklp2 OS=Homo sapiens OX=9606 GN=TPX2 PE=1 SV=2,TPX2,85.6,177
PWWP2A,755,22,7,7,7,Q96N64,14,PWWP domain-containing protein 2A OS=Homo sapiens OX=9606 GN=PWWP2A PE=1 SV=2,PWWP2A,81.9,177
POLR2E,210,8,3,3,3,P19388,15,"DNA-directed RNA polymerases I, II, and III subunit RPABC1 OS=Homo sapiens OX=9606 GN=POLR2E PE=1 SV=4",POLR2E,24.5,176
RBMS2,407,11,5,5,5,Q15434,13,"RNA-binding motif, single-stranded-interacting protein 2 OS=Homo sapiens OX=9606 GN=RBMS2 PE=1 SV=1",RBMS2,43.9,176
CTSD,412,6,2,2,2,P07339,5,Cathepsin D OS=Homo sapiens OX=9606 GN=CTSD PE=1 SV=1,CTSD,44.5,175
TRIO,3097,12,2,2,2,O75962,1,Triple functional domain protein OS=Homo sapiens OX=9606 GN=TRIO PE=1 SV=2,TRIO,346.7,175
DNASE1L1,302,15,5,5,5,P49184,23,Deoxyribonuclease-1-like 1 OS=Homo sapiens OX=9606 GN=DNASE1L1 PE=1 SV=1,DNASE1L1,33.9,174
CANX,592,16,3,3,3,P27824,6,Calnexin OS=Homo sapiens OX=9606 GN=CANX PE=1 SV=2,CANX,67.5,174
FOXF1,379,7,2,2,2,Q12946,13,Forkhead box protein F1 OS=Homo sapiens OX=9606 GN=FOXF1 PE=1 SV=2,FOXF1,40.1,173
CA9,459,12,3,3,3,Q16790,11,Carbonic anhydrase 9 OS=Homo sapiens OX=9606 GN=CA9 PE=1 SV=2,CA9,49.7,172
AKAP9,3907,17,3,3,2,Q99996,0,A-kinase anchor protein 9 OS=Homo sapiens OX=9606 GN=AKAP9 PE=1 SV=4,AKAP9,452.7,169
CEBPG,150,12,3,3,3,P53567,31,CCAAT/enhancer-binding protein gamma OS=Homo sapiens OX=9606 GN=CEBPG PE=1 SV=1,CEBPG,16.4,169
BANF1,89,16,2,2,2,O75531,16,Barrier-to-autointegration factor OS=Homo sapiens OX=9606 GN=BANF1 PE=1 SV=1,BANF1,10.1,169
CENPS,138,14,3,3,3,Q8N2Z9,20,Centromere protein S OS=Homo sapiens OX=9606 GN=CENPS PE=1 SV=1,CENPS,15.9,168
NVL,856,12,8,8,8,O15381,15,Nuclear valosin-containing protein-like OS=Homo sapiens OX=9606 GN=NVL PE=1 SV=1,NVL,95.0,167
PPIE,301,16,4,4,4,Q9UNP9,22,Peptidyl-prolyl cis-trans isomerase E OS=Homo sapiens OX=9606 GN=PPIE PE=1 SV=1,PPIE,33.4,167
NUP98,1817,17,5,5,5,P52948,3,Nuclear pore complex protein Nup98-Nup96 OS=Homo sapiens OX=9606 GN=NUP98 PE=1 SV=4,NUP98,197.5,166
ZRANB2,330,9,4,4,4,O95218,17,Zinc finger Ran-binding domain-containing protein 2 OS=Homo sapiens OX=9606 GN=ZRANB2 PE=1 SV=2,ZRANB2,37.4,166
AIFM1,613,12,3,3,3,O95831,6,"Apoptosis-inducing factor 1, mitochondrial OS=Homo sapiens OX=9606 GN=AIFM1 PE=1 SV=1",AIFM1,66.9,166
SMC1A,1233,33,4,4,3,Q14683,2,Structural maintenance of chromosomes protein 1A OS=Homo sapiens OX=9606 GN=SMC1A PE=1 SV=2,SMC1A,143.1,165
CHD3,2000,12,3,3,3,Q12873,2,Chromodomain-helicase-DNA-binding protein 3 OS=Homo sapiens OX=9606 GN=CHD3 PE=1 SV=3,CHD3,226.5,165
TRMT112,125,13,2,2,2,Q9UI30,22,Multifunctional methyltransferase subunit TRM112-like protein OS=Homo sapiens OX=9606 GN=TRMT112 PE=1 SV=1,TRMT112,14.2,164
TCERG1,1098,13,4,4,4,O14776,4,Transcription elongation regulator 1 OS=Homo sapiens OX=9606 GN=TCERG1 PE=1 SV=2,TCERG1,123.8,164
TRIM29,588,16,7,7,7,Q14134,13,Tripartite motif-containing protein 29 OS=Homo sapiens OX=9606 GN=TRIM29 PE=1 SV=2,TRIM29,65.8,163
KLF4,513,13,4,4,3,O43474,12,Krueppel-like factor 4 OS=Homo sapiens OX=9606 GN=KLF4 PE=1 SV=3,KLF4,54.6,163
RAVER1,606,11,4,4,4,Q8IY67,12,Ribonucleoprotein PTB-binding 1 OS=Homo sapiens OX=9606 GN=RAVER1 PE=1 SV=1,RAVER1,63.8,162
KDM5A,1690,11,4,4,4,P29375,3,Lysine-specific demethylase 5A OS=Homo sapiens OX=9606 GN=KDM5A PE=1 SV=3,KDM5A,192.0,161
NDUFA4,81,14,3,3,3,O00483,37,Cytochrome c oxidase subunit NDUFA4 OS=Homo sapiens OX=9606 GN=NDUFA4 PE=1 SV=1,NDUFA4,9.4,161
ESRRA,423,7,3,3,3,P11474,13,Steroid hormone receptor ERR1 OS=Homo sapiens OX=9606 GN=ESRRA PE=1 SV=3,ESRRA,45.5,159
LANCL1,399,8,3,3,3,O43813,10,Glutathione S-transferase LANCL1 OS=Homo sapiens OX=9606 GN=LANCL1 PE=1 SV=1,LANCL1,45.3,159
CUL1,776,10,5,5,5,Q13616,6,Cullin-1 OS=Homo sapiens OX=9606 GN=CUL1 PE=1 SV=2,CUL1,89.6,159
LGALS1,135,15,3,3,3,P09382,22,Galectin-1 OS=Homo sapiens OX=9606 GN=LGALS1 PE=1 SV=2,LGALS1,14.7,157
TBC1D10B,808,21,2,2,2,Q4KMP7,2,TBC1 domain family member 10B OS=Homo sapiens OX=9606 GN=TBC1D10B PE=1 SV=3,TBC1D10B,87.1,157
TIGD5,642,13,4,4,4,Q53EQ6,9,Tigger transposable element-derived protein 5 OS=Homo sapiens OX=9606 GN=TIGD5 PE=1 SV=3,TIGD5,69.2,156
RAB9A,201,7,2,2,2,P51151,13,Ras-related protein Rab-9A OS=Homo sapiens OX=9606 GN=RAB9A PE=1 SV=1,RAB9A,22.8,156
CCDC9,531,7,3,3,3,Q9Y3X0,7,Coiled-coil domain-containing protein 9 OS=Homo sapiens OX=9606 GN=CCDC9 PE=1 SV=1,CCDC9,59.7,156
CHMP2B,213,16,2,2,2,Q9UQN3,9,Charged multivesicular body protein 2b OS=Homo sapiens OX=9606 GN=CHMP2B PE=1 SV=1,CHMP2B,23.9,153
GTF2H4,462,8,3,3,3,Q92759,6,General transcription factor IIH subunit 4 OS=Homo sapiens OX=9606 GN=GTF2H4 PE=1 SV=1,GTF2H4,52.2,152
C14orf93,538,9,3,3,3,Q9H972,7,Uncharacterized protein C14orf93 OS=Homo sapiens OX=9606 GN=C14orf93 PE=1 SV=1,C14orf93,58.7,151
CPSF2,782,16,6,6,6,Q9P2I0,11,Cleavage and polyadenylation specificity factor subunit 2 OS=Homo sapiens OX=9606 GN=CPSF2 PE=1 SV=2,CPSF2,88.4,151
FOXC1,553,10,6,6,6,Q12948,18,Forkhead box protein C1 OS=Homo sapiens OX=9606 GN=FOXC1 PE=1 SV=3,FOXC1,56.8,149
PPP1R26,1209,11,3,3,3,Q5T8A7,4,Protein phosphatase 1 regulatory subunit 26 OS=Homo sapiens OX=9606 GN=PPP1R26 PE=1 SV=1,PPP1R26,127.3,149
LIN37,246,7,3,3,3,Q96GY3,16,Protein lin-37 homolog OS=Homo sapiens OX=9606 GN=LIN37 PE=1 SV=1,LIN37,28.4,149
DOCK9,2069,21,8,8,8,Q9BZ29,6,Dedicator of cytokinesis protein 9 OS=Homo sapiens OX=9606 GN=DOCK9 PE=1 SV=2,DOCK9,236.3,146
MYO1G,1018,6,2,2,2,B0I1T2,3,Unconventional myosin-Ig OS=Homo sapiens OX=9606 GN=MYO1G PE=1 SV=2,MYO1G,116.4,146
CHMP2A,222,4,3,3,3,O43633,15,Charged multivesicular body protein 2a OS=Homo sapiens OX=9606 GN=CHMP2A PE=1 SV=1,CHMP2A,25.1,145
EIF2S1,315,3,2,2,2,P05198,8,Eukaryotic translation initiation factor 2 subunit 1 OS=Homo sapiens OX=9606 GN=EIF2S1 PE=1 SV=3,EIF2S1,36.1,145
IMPDH2,514,7,4,4,4,P12268,11,Inosine-5'-monophosphate dehydrogenase 2 OS=Homo sapiens OX=9606 GN=IMPDH2 PE=1 SV=2,IMPDH2,55.8,145
RPP38,283,6,3,3,3,P78345,10,Ribonuclease P protein subunit p38 OS=Homo sapiens OX=9606 GN=RPP38 PE=1 SV=2,RPP38,31.8,144
ELK4,431,7,2,2,2,P28324,8,ETS domain-containing protein Elk-4 OS=Homo sapiens OX=9606 GN=ELK4 PE=1 SV=3,ELK4,46.9,144
WDR43,677,9,4,4,4,Q15061,7,WD repeat-containing protein 43 OS=Homo sapiens OX=9606 GN=WDR43 PE=1 SV=3,WDR43,74.8,140
TMEM209,561,9,2,2,2,Q96SK2,4,Transmembrane protein 209 OS=Homo sapiens OX=9606 GN=TMEM209 PE=1 SV=2,TMEM209,62.9,139
NRF1,503,10,3,3,3,Q16656,6,Nuclear respiratory factor 1 OS=Homo sapiens OX=9606 GN=NRF1 PE=1 SV=1,NRF1,53.5,138
NSUN4,384,9,2,2,2,Q96CB9,6,5-methylcytosine rRNA methyltransferase NSUN4 OS=Homo sapiens OX=9606 GN=NSUN4 PE=1 SV=2,NSUN4,43.1,138
DDOST,456,7,3,3,3,P39656,6,Dolichyl-diphosphooligosaccharide--protein glycosyltransferase 48 kDa subunit OS=Homo sapiens OX=9606 GN=DDOST PE=1 SV=4,DDOST,50.8,137
HBD,147,13,2,2,2,P02042,13,Hemoglobin subunit delta OS=Homo sapiens OX=9606 GN=HBD PE=1 SV=2,HBD,16.0,136
CDC6,560,9,2,2,2,Q99741,4,Cell division control protein 6 homolog OS=Homo sapiens OX=9606 GN=CDC6 PE=1 SV=1,CDC6,62.7,136
ATP6V1E1,226,8,2,2,2,P36543,12,V-type proton ATPase subunit E 1 OS=Homo sapiens OX=9606 GN=ATP6V1E1 PE=1 SV=1,ATP6V1E1,26.1,135
ORC4,436,20,4,4,4,O43929,9,Origin recognition complex subunit 4 OS=Homo sapiens OX=9606 GN=ORC4 PE=1 SV=2,ORC4,50.3,134
BRD2,801,6,5,5,5,P25440,8,Bromodomain-containing protein 2 OS=Homo sapiens OX=9606 GN=BRD2 PE=1 SV=2,BRD2,88.0,133
BYSL,437,6,3,3,3,Q13895,7,Bystin OS=Homo sapiens OX=9606 GN=BYSL PE=1 SV=3,BYSL,49.6,133
NUP62,522,16,3,3,3,P37198,10,Nuclear pore glycoprotein p62 OS=Homo sapiens OX=9606 GN=NUP62 PE=1 SV=3,NUP62,53.2,133
TRRAP,3859,9,5,5,5,Q9Y4A5,1,Transformation/transcription domain-associated protein OS=Homo sapiens OX=9606 GN=TRRAP PE=1 SV=3,TRRAP,437.3,133
RRBP1,1410,10,2,2,2,Q9P2E9,1,Ribosome-binding protein 1 OS=Homo sapiens OX=9606 GN=RRBP1 PE=1 SV=5,RRBP1,152.4,131
STON2,905,10,2,2,2,Q8WXE9,2,Stonin-2 OS=Homo sapiens OX=9606 GN=STON2 PE=1 SV=1,STON2,101.1,131
ERCC2,760,10,4,4,4,P18074,8,General transcription and DNA repair factor IIH helicase subunit XPD OS=Homo sapiens OX=9606 GN=ERCC2 PE=1 SV=1,ERCC2,86.9,131
LIN9,542,11,4,4,4,Q5TKA1,13,Protein lin-9 homolog OS=Homo sapiens OX=9606 GN=LIN9 PE=1 SV=1,LIN9,61.9,127
NEU3,428,10,2,2,2,Q9UQ49,8,Sialidase-3 OS=Homo sapiens OX=9606 GN=NEU3 PE=1 SV=1,NEU3,48.2,126
CACNA2D1,1103,5,3,3,3,P54289,5,Voltage-dependent calcium channel subunit alpha-2/delta-1 OS=Homo sapiens OX=9606 GN=CACNA2D1 PE=1 SV=3,CACNA2D1,124.5,126
SERPINB3,390,6,6,6,2,P29508,18,Serpin B3 OS=Homo sapiens OX=9606 GN=SERPINB3 PE=1 SV=2,SERPINB3,44.5,125
CWC15,229,12,3,3,3,Q9P013,19,Spliceosome-associated protein CWC15 homolog OS=Homo sapiens OX=9606 GN=CWC15 PE=1 SV=2,CWC15,26.6,125
LMNB1,586,9,4,4,4,P20700,8,Lamin-B1 OS=Homo sapiens OX=9606 GN=LMNB1 PE=1 SV=2,LMNB1,66.4,124
SMARCC2,1214,12,4,4,2,Q8TAQ2,3,SWI/SNF complex subunit SMARCC2 OS=Homo sapiens OX=9606 GN=SMARCC2 PE=1 SV=1,SMARCC2,132.8,124
AFF4,1163,11,4,4,4,Q9UHB7,4,AF4/FMR2 family member 4 OS=Homo sapiens OX=9606 GN=AFF4 PE=1 SV=1,AFF4,127.4,123
SREBF1,1147,7,3,3,3,P36956,4,Sterol regulatory element-binding protein 1 OS=Homo sapiens OX=9606 GN=SREBF1 PE=1 SV=2,SREBF1,121.6,122
PIAS1,651,8,2,2,2,O75925,3,E3 SUMO-protein ligase PIAS1 OS=Homo sapiens OX=9606 GN=PIAS1 PE=1 SV=2,PIAS1,71.8,120
TXNL4A,142,4,2,2,2,P83876,16,Thioredoxin-like protein 4A OS=Homo sapiens OX=9606 GN=TXNL4A PE=1 SV=1,TXNL4A,16.8,120
EDIL3,480,15,2,2,2,O43854,5,EGF-like repeat and discoidin I-like domain-containing protein 3 OS=Homo sapiens OX=9606 GN=EDIL3 PE=1 SV=1,EDIL3,53.7,120
MAGED2,606,7,3,3,3,Q9UNF1,10,Melanoma-associated antigen D2 OS=Homo sapiens OX=9606 GN=MAGED2 PE=1 SV=2,MAGED2,64.9,119
CBX2,532,6,2,2,2,Q14781,4,Chromobox protein homolog 2 OS=Homo sapiens OX=9606 GN=CBX2 PE=1 SV=2,CBX2,56.0,118
IGHG1,330,5,3,3,3,P01857,7,Immunoglobulin heavy constant gamma 1 OS=Homo sapiens OX=9606 GN=IGHG1 PE=1 SV=1,IGHG1,36.1,118
CENPT,561,18,2,2,2,Q96BT3,5,Centromere protein T OS=Homo sapiens OX=9606 GN=CENPT PE=1 SV=2,CENPT,60.4,118
DIDO1,2240,11,5,5,5,Q9BTC0,3,Death-inducer obliterator 1 OS=Homo sapiens OX=9606 GN=DIDO1 PE=1 SV=5,DIDO1,243.7,117
LACTB,547,10,5,5,5,P83111,13,"Serine beta-lactamase-like protein LACTB, mitochondrial OS=Homo sapiens OX=9606 GN=LACTB PE=1 SV=2",LACTB,60.7,115
TTC7A,858,9,5,5,5,Q9ULT0,7,Tetratricopeptide repeat protein 7A OS=Homo sapiens OX=9606 GN=TTC7A PE=1 SV=3,TTC7A,96.1,113
EIF2S2,333,3,3,3,3,P20042,9,Eukaryotic translation initiation factor 2 subunit 2 OS=Homo sapiens OX=9606 GN=EIF2S2 PE=1 SV=2,EIF2S2,38.4,113
NCKIPSD,722,4,3,3,3,Q9NZQ3,4,NCK-interacting protein with SH3 domain OS=Homo sapiens OX=9606 GN=NCKIPSD PE=1 SV=1,NCKIPSD,78.9,111
LRCH3,777,6,2,2,2,Q96II8,3,DISP complex protein LRCH3 OS=Homo sapiens OX=9606 GN=LRCH3 PE=1 SV=2,LRCH3,86.0,111
CASZ1,1759,9,4,4,4,Q86V15,4,Zinc finger protein castor homolog 1 OS=Homo sapiens OX=9606 GN=CASZ1 PE=1 SV=4,CASZ1,189.9,110
LARP4B,738,8,3,3,3,Q92615,6,La-related protein 4B OS=Homo sapiens OX=9606 GN=LARP4B PE=1 SV=3,LARP4B,80.5,109
YY1,414,10,2,2,2,P25490,7,Transcriptional repressor protein YY1 OS=Homo sapiens OX=9606 GN=YY1 PE=1 SV=2,YY1,44.7,109
PNO1,252,8,3,3,3,Q9NRX1,10,RNA-binding protein PNO1 OS=Homo sapiens OX=9606 GN=PNO1 PE=1 SV=1,PNO1,27.9,108
MECOM,1230,6,4,4,4,Q03112,3,Histone-lysine N-methyltransferase MECOM OS=Homo sapiens OX=9606 GN=MECOM PE=1 SV=3,MECOM,138.0,106
RPUSD4,377,7,2,2,2,Q96CM3,6,"Pseudouridylate synthase RPUSD4, mitochondrial OS=Homo sapiens OX=9606 GN=RPUSD4 PE=1 SV=1",RPUSD4,42.2,106
DAP3,398,6,2,2,2,P51398,8,"28S ribosomal protein S29, mitochondrial OS=Homo sapiens OX=9606 GN=DAP3 PE=1 SV=1",DAP3,45.5,105
SAP30,220,7,2,2,2,O75446,9,Histone deacetylase complex subunit SAP30 OS=Homo sapiens OX=9606 GN=SAP30 PE=1 SV=1,SAP30,23.3,104
NEIL2,332,6,3,3,3,Q969S2,14,Endonuclease 8-like 2 OS=Homo sapiens OX=9606 GN=NEIL2 PE=1 SV=3,NEIL2,36.8,102
NFE2L2,605,10,2,2,2,Q16236,3,Nuclear factor erythroid 2-related factor 2 OS=Homo sapiens OX=9606 GN=NFE2L2 PE=1 SV=3,NFE2L2,67.8,101
MYO19,970,11,3,3,3,Q96H55,5,Unconventional myosin-XIX OS=Homo sapiens OX=9606 GN=MYO19 PE=1 SV=2,MYO19,109.1,101
CSNK1A1,337,7,2,2,2,P48729,7,Casein kinase I isoform alpha OS=Homo sapiens OX=9606 GN=CSNK1A1 PE=1 SV=2,CSNK1A1,38.9,100
SEC16A,2357,4,2,2,2,O15027,1,Protein transport protein Sec16A OS=Homo sapiens OX=9606 GN=SEC16A PE=1 SV=4,SEC16A,251.7,99
ZBTB7A,584,6,3,3,3,O95365,7,Zinc finger and BTB domain-containing protein 7A OS=Homo sapiens OX=9606 GN=ZBTB7A PE=1 SV=1,ZBTB7A,61.4,99
RSF1,1441,12,2,2,2,Q96T23,2,Remodeling and spacing factor 1 OS=Homo sapiens OX=9606 GN=RSF1 PE=1 SV=2,RSF1,163.7,99
CALML5,146,4,3,3,3,Q9NZT1,29,Calmodulin-like protein 5 OS=Homo sapiens OX=9606 GN=CALML5 PE=1 SV=2,CALML5,15.9,99
PDLIM7,457,13,4,4,4,Q9NR12,11,PDZ and LIM domain protein 7 OS=Homo sapiens OX=9606 GN=PDLIM7 PE=1 SV=1,PDLIM7,49.8,99
S100A14,104,2,2,2,2,Q9HCY8,25,Protein S100-A14 OS=Homo sapiens OX=9606 GN=S100A14 PE=1 SV=1,S100A14,11.7,98
SH3BP4,963,11,2,2,2,Q9P0V3,2,SH3 domain-binding protein 4 OS=Homo sapiens OX=9606 GN=SH3BP4 PE=1 SV=1,SH3BP4,107.4,98
LAMTOR1,161,4,2,2,2,Q6IAA8,22,Ragulator complex protein LAMTOR1 OS=Homo sapiens OX=9606 GN=LAMTOR1 PE=1 SV=2,LAMTOR1,17.7,97
MTFR1,333,7,2,2,2,Q15390,8,Mitochondrial fission regulator 1 OS=Homo sapiens OX=9606 GN=MTFR1 PE=1 SV=2,MTFR1,37.0,97
RBM26,1007,7,4,4,3,Q5T8P6,5,RNA-binding protein 26 OS=Homo sapiens OX=9606 GN=RBM26 PE=1 SV=3,RBM26,113.5,97
KLF12,402,7,2,2,2,Q9Y4X4,7,Krueppel-like factor 12 OS=Homo sapiens OX=9606 GN=KLF12 PE=1 SV=2,KLF12,44.2,97
CHMP5,219,12,2,2,2,Q9NZZ3,16,Charged multivesicular body protein 5 OS=Homo sapiens OX=9606 GN=CHMP5 PE=1 SV=1,CHMP5,24.6,96
CENPX,81,5,2,2,2,A8MT69,28,Centromere protein X OS=Homo sapiens OX=9606 GN=CENPX PE=1 SV=1,CENPX,9.0,96
RSBN1L,846,11,5,5,4,Q6PCB5,8,Lysine-specific demethylase RSBN1L OS=Homo sapiens OX=9606 GN=RSBN1L PE=1 SV=2,RSBN1L,94.8,96
COPA,1224,10,6,6,6,P53621,6,Coatomer subunit alpha OS=Homo sapiens OX=9606 GN=COPA PE=1 SV=2,COPA,138.3,95
POP7,140,7,2,2,2,O75817,16,Ribonuclease P protein subunit p20 OS=Homo sapiens OX=9606 GN=POP7 PE=1 SV=2,POP7,15.6,95
HOXC10,342,4,2,2,2,Q9NYD6,6,Homeobox protein Hox-C10 OS=Homo sapiens OX=9606 GN=HOXC10 PE=1 SV=2,HOXC10,38.0,93
BUB3,328,6,3,3,3,O43684,9,Mitotic checkpoint protein BUB3 OS=Homo sapiens OX=9606 GN=BUB3 PE=1 SV=1,BUB3,37.1,91
TMPO,454,5,2,2,2,P42167,7,"Lamina-associated polypeptide 2, isoforms beta/gamma OS=Homo sapiens OX=9606 GN=TMPO PE=1 SV=2",TMPO,50.6,91
NUP54,507,8,3,3,3,Q7Z3B4,8,Nucleoporin p54 OS=Homo sapiens OX=9606 GN=NUP54 PE=1 SV=2,NUP54,55.4,89
NUP50,468,7,3,3,3,Q9UKX7,9,Nuclear pore complex protein Nup50 OS=Homo sapiens OX=9606 GN=NUP50 PE=1 SV=2,NUP50,50.1,88
PRKACA,351,4,3,3,3,P17612,9,cAMP-dependent protein kinase catalytic subunit alpha OS=Homo sapiens OX=9606 GN=PRKACA PE=1 SV=2,PRKACA,40.6,88
L3MBTL2,705,6,3,3,3,Q969R5,4,Lethal(3)malignant brain tumor-like protein 2 OS=Homo sapiens OX=9606 GN=L3MBTL2 PE=1 SV=1,L3MBTL2,79.1,88
NF2,595,6,3,3,3,P35240,5,Merlin OS=Homo sapiens OX=9606 GN=NF2 PE=1 SV=1,NF2,69.6,87
KLHL15,604,3,2,2,2,Q96M94,5,Kelch-like protein 15 OS=Homo sapiens OX=9606 GN=KLHL15 PE=1 SV=2,KLHL15,69.7,86
FBXL20,436,3,2,2,2,Q96IG2,3,F-box/LRR-repeat protein 20 OS=Homo sapiens OX=9606 GN=FBXL20 PE=1 SV=2,FBXL20,48.4,82
HPCAL1,193,8,3,3,3,P37235,15,Hippocalcin-like protein 1 OS=Homo sapiens OX=9606 GN=HPCAL1 PE=1 SV=3,HPCAL1,22.3,81
PRDX2,198,8,3,3,2,P32119,18,Peroxiredoxin-2 OS=Homo sapiens OX=9606 GN=PRDX2 PE=1 SV=5,PRDX2,21.9,81
MEPCE,689,6,2,2,2,Q7L2J0,5,7SK snRNA methylphosphate capping enzyme OS=Homo sapiens OX=9606 GN=MEPCE PE=1 SV=1,MEPCE,74.3,81
MBD1,605,6,3,3,3,Q9UIS9,8,Methyl-CpG-binding domain protein 1 OS=Homo sapiens OX=9606 GN=MBD1 PE=1 SV=2,MBD1,66.6,80
GRTP1,336,6,3,3,3,Q5TC63,9,Growth hormone-regulated TBC protein 1 OS=Homo sapiens OX=9606 GN=GRTP1 PE=1 SV=4,GRTP1,38.5,78
AURKB,344,5,4,4,4,Q96GD4,15,Aurora kinase B OS=Homo sapiens OX=9606 GN=AURKB PE=1 SV=3,AURKB,39.3,77
ARF4,180,3,2,2,2,P18085,12,ADP-ribosylation factor 4 OS=Homo sapiens OX=9606 GN=ARF4 PE=1 SV=3,ARF4,20.5,77
CABIN1,2220,6,2,2,2,Q9Y6J0,1,Calcineurin-binding protein cabin-1 OS=Homo sapiens OX=9606 GN=CABIN1 PE=1 SV=1,CABIN1,246.2,77
NUP155,1391,4,2,2,2,O75694,2,Nuclear pore complex protein Nup155 OS=Homo sapiens OX=9606 GN=NUP155 PE=1 SV=1,NUP155,155.1,76
RAB2A,212,2,2,2,2,P61019,13,Ras-related protein Rab-2A OS=Homo sapiens OX=9606 GN=RAB2A PE=1 SV=1,RAB2A,23.5,75
SEMG1,462,2,2,2,2,P04279,7,Semenogelin-1 OS=Homo sapiens OX=9606 GN=SEMG1 PE=1 SV=2,SEMG1,52.1,74
ABCC1,1531,2,2,2,2,P33527,2,Multidrug resistance-associated protein 1 OS=Homo sapiens OX=9606 GN=ABCC1 PE=1 SV=3,ABCC1,171.5,74
ZNF740,193,4,2,2,2,Q8NDX6,10,Zinc finger protein 740 OS=Homo sapiens OX=9606 GN=ZNF740 PE=1 SV=1,ZNF740,21.8,74
CENPI,756,4,2,2,2,Q92674,3,Centromere protein I OS=Homo sapiens OX=9606 GN=CENPI PE=1 SV=2,CENPI,86.7,74
NUP107,925,4,2,2,2,P57740,4,Nuclear pore complex protein Nup107 OS=Homo sapiens OX=9606 GN=NUP107 PE=1 SV=1,NUP107,106.3,73
HOXC11,304,3,2,2,2,O43248,12,Homeobox protein Hox-C11 OS=Homo sapiens OX=9606 GN=HOXC11 PE=1 SV=1,HOXC11,33.7,73
TRIOBP,2365,9,3,3,2,Q9H2D6,1,TRIO and F-actin-binding protein OS=Homo sapiens OX=9606 GN=TRIOBP PE=1 SV=3,TRIOBP,261.2,73
DHX29,1369,5,3,3,3,Q7Z478,2,ATP-dependent RNA helicase DHX29 OS=Homo sapiens OX=9606 GN=DHX29 PE=1 SV=2,DHX29,155.1,72
DCLRE1A,1040,5,3,3,3,Q6PJP8,3,DNA cross-link repair 1A protein OS=Homo sapiens OX=9606 GN=DCLRE1A PE=1 SV=3,DCLRE1A,116.3,72
MORF4L1,362,5,2,2,2,Q9UBU8,7,Mortality factor 4-like protein 1 OS=Homo sapiens OX=9606 GN=MORF4L1 PE=1 SV=2,MORF4L1,41.4,71
CXXC5,322,4,2,2,2,Q7LFL8,6,CXXC-type zinc finger protein 5 OS=Homo sapiens OX=9606 GN=CXXC5 PE=1 SV=1,CXXC5,33.0,71
SERPINB12,405,6,3,3,3,Q96P63,12,Serpin B12 OS=Homo sapiens OX=9606 GN=SERPINB12 PE=1 SV=1,SERPINB12,46.2,70
GTF2H1,548,5,4,4,4,P32780,12,General transcription factor IIH subunit 1 OS=Homo sapiens OX=9606 GN=GTF2H1 PE=1 SV=1,GTF2H1,62.0,70
SUPT6H,1726,2,2,2,2,Q7KZ85,2,Transcription elongation factor SPT6 OS=Homo sapiens OX=9606 GN=SUPT6H PE=1 SV=2,SUPT6H,198.9,69
ARHGEF12,1544,4,3,3,3,Q9NZN5,2,Rho guanine nucleotide exchange factor 12 OS=Homo sapiens OX=9606 GN=ARHGEF12 PE=1 SV=1,ARHGEF12,173.1,69
TAF1C,869,8,3,3,3,Q15572,5,TATA box-binding protein-associated factor RNA polymerase I subunit C OS=Homo sapiens OX=9606 GN=TAF1C PE=1 SV=2,TAF1C,95.2,68
ZMYM1,1142,4,4,4,4,Q5SVZ6,4,Zinc finger MYM-type protein 1 OS=Homo sapiens OX=9606 GN=ZMYM1 PE=1 SV=1,ZMYM1,128.6,68
ZCRB1,217,5,2,2,2,Q8TBF4,12,Zinc finger CCHC-type and RNA-binding motif-containing protein 1 OS=Homo sapiens OX=9606 GN=ZCRB1 PE=1 SV=2,ZCRB1,24.6,67
MRPS25,173,5,2,2,2,P82663,14,"28S ribosomal protein S25, mitochondrial OS=Homo sapiens OX=9606 GN=MRPS25 PE=1 SV=1",MRPS25,20.1,67
ATP6V1A,617,4,2,2,2,P38606,5,V-type proton ATPase catalytic subunit A OS=Homo sapiens OX=9606 GN=ATP6V1A PE=1 SV=2,ATP6V1A,68.3,66
POLR2B,1174,4,4,4,4,P30876,3,DNA-directed RNA polymerase II subunit RPB2 OS=Homo sapiens OX=9606 GN=POLR2B PE=1 SV=1,POLR2B,133.8,65
THEM6,208,6,2,2,2,Q8WUY1,13,Protein THEM6 OS=Homo sapiens OX=9606 GN=THEM6 PE=1 SV=2,THEM6,23.9,65
ADD3,706,3,2,2,2,Q9UEY8,3,Gamma-adducin OS=Homo sapiens OX=9606 GN=ADD3 PE=1 SV=1,ADD3,79.1,64
